abbreviation,conference,conference_losses,conference_win_percentage,conference_wins,first_downs,opponents_first_downs,first_downs_from_penalties,opponents_first_downs_from_penalties,fumbles_lost,opponents_fumbles_lost,games,interceptions,opponents_interceptions,losses,name,pass_attempts,opponents_pass_attempts,pass_completion_percentage,opponents_pass_completion_percentage,pass_completions,opponents_pass_completions,pass_first_downs,opponents_pass_first_downs,pass_touchdowns,opponents_pass_touchdowns,pass_yards,opponents_pass_yards,penalties,opponents_penalties,plays,opponents_plays,points_against_per_game,points_per_game,rush_attempts,opponents_rush_attempts,rush_first_downs,opponents_rush_first_downs,rush_touchdowns,opponents_rush_touchdowns,rush_yards,opponents_rush_yards,rush_yards_per_attempt,opponents_rush_yards_per_attempt,simple_rating_system,strength_of_schedule,turnovers,opponents_turnovers,win_percentage,wins,yards,opponents_yards,yards_from_penalties,opponents_yards_from_penalties,yards_per_play,opponents_yards_per_play,year,Rk
LIBERTY,independent,0,1.0,1,24.7,17.3,1.8,1.7,0.8,0.5,11,0.6,1.0,1,Liberty,27.9,28.5,62.9,57.5,17.5,16.4,9.5,8.5,2.3,1.5,229.5,186.0,6.0,7.7,71.9,60.6,20.5,38.2,44.0,32.2,13.5,7.0,2.5,1.1,252.4,133.5,5.7,4.1,1.6,-12.22,1.5,1.5,0.909,10,481.8,319.5,56.7,63.8,6.7,5.3,2020,17.0
MASSACHUSETTS,independent,1,0.0,0,10.5,25.0,1.3,2.0,0.5,0.5,4,1.3,0.0,4,Massachusetts,25.0,27.5,54.0,59.1,13.5,16.3,5.8,9.3,0.3,2.5,121.5,208.8,5.3,4.0,54.3,69.8,40.3,3.0,29.3,42.3,3.5,13.8,0.0,2.8,67.3,273.5,2.3,6.5,-24.68,-1.18,1.8,0.5,0.0,0,188.8,482.3,54.0,37.0,3.5,6.9,2020,
NEW-MEXICO-STATE,independent,,,,27.0,27.5,1.5,2.0,0.0,0.5,2,1.5,0.0,1,New Mexico State,34.0,33.0,61.8,60.6,21.0,20.0,9.0,9.5,1.0,1.5,209.5,305.5,9.5,5.5,73.0,69.0,36.0,26.5,39.0,36.0,16.5,16.0,1.5,3.0,212.5,199.5,5.4,5.5,-27.68,-19.18,1.5,0.5,0.5,1,422.0,505.0,81.0,53.0,5.8,7.3,2020,
BRIGHAM-YOUNG,independent,,,,25.6,18.1,2.0,1.1,0.4,0.6,12,0.3,0.7,1,BYU,31.3,31.2,72.6,61.2,22.8,19.1,13.7,9.6,2.8,1.3,332.1,197.5,4.3,6.3,66.3,65.9,15.3,43.5,34.9,34.8,9.9,7.4,2.8,0.7,192.1,121.1,5.5,3.5,14.7,-3.89,0.8,1.3,0.917,11,524.2,318.6,36.8,58.6,7.9,4.8,2020,11.0
ARMY,independent,,,,19.4,13.8,1.7,1.3,0.7,0.5,12,0.5,1.2,3,Army,6.3,24.7,46.1,58.4,2.9,14.4,1.8,7.2,0.3,1.3,44.8,160.8,4.6,4.8,66.0,55.1,14.8,26.8,59.7,30.4,15.9,5.4,3.0,0.4,272.8,114.6,4.6,3.8,0.67,-7.59,1.2,1.7,0.75,9,317.5,275.3,39.0,43.4,4.8,5.0,2020,
CONNECTICUT,independent,,,,,,,,,,,,,0,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,2020,
BUFFALO,mac,0,1.0,5,22.1,19.9,2.3,2.0,0.3,0.6,7,0.6,0.9,1,Buffalo,22.4,28.9,62.4,55.0,14.0,15.9,7.4,8.7,1.0,1.1,191.0,203.0,6.0,5.9,65.6,69.0,21.9,43.4,43.1,40.1,12.4,9.1,4.6,1.4,287.1,157.4,6.7,3.9,17.73,1.73,0.9,1.4,0.857,6,478.1,360.4,50.6,53.9,7.3,5.2,2020,25.0
KENT-STATE,mac,1,0.75,3,32.3,21.8,3.0,2.8,0.5,0.5,4,0.5,0.8,1,Kent State,31.5,22.8,71.4,51.6,22.5,11.8,14.0,7.8,3.5,0.5,323.5,162.0,9.3,6.5,80.5,65.3,38.0,49.8,49.0,42.5,15.3,11.3,3.3,4.5,289.0,262.0,5.9,6.2,7.02,-0.74,1.0,1.3,0.75,3,612.5,424.0,81.3,59.0,7.6,6.5,2020,
MIAMI-OH,mac,1,0.667,2,18.7,20.7,2.0,2.7,0.3,0.0,3,0.3,0.7,1,Miami (OH),28.3,28.7,55.3,60.5,15.7,17.3,10.7,11.7,2.7,2.0,238.3,267.7,6.0,5.0,61.7,65.7,26.7,28.7,33.3,37.0,6.0,6.3,0.7,1.7,127.0,125.3,3.8,3.4,11.41,9.08,0.7,0.7,0.667,2,365.3,393.0,60.7,43.3,5.9,6.0,2020,
OHIO,mac,1,0.667,2,17.3,18.7,2.3,0.7,0.7,0.3,3,0.0,1.7,1,Ohio,18.0,30.7,66.7,54.3,12.0,16.7,5.0,8.7,1.3,1.0,146.0,195.3,6.7,5.7,57.0,71.0,16.7,34.3,39.0,40.3,10.0,9.3,2.7,1.0,216.7,193.7,5.6,4.8,4.28,-6.06,0.7,2.0,0.667,2,362.7,389.0,48.0,49.7,6.4,5.5,2020,
AKRON,mac,5,0.167,1,15.8,20.7,2.2,1.2,0.5,0.7,6,1.0,0.3,5,Akron,24.7,21.2,56.1,66.9,13.8,14.2,6.7,8.2,0.7,2.0,139.7,211.7,4.0,6.3,60.0,60.8,41.3,17.2,35.3,39.7,7.0,11.3,1.2,3.2,141.5,248.2,4.0,6.3,-8.82,5.52,1.5,1.0,0.167,1,281.2,459.8,31.7,62.3,4.7,7.6,2020,
BOWLING-GREEN-STATE,mac,5,0.0,0,15.6,23.8,1.4,1.6,0.8,0.2,5,1.4,0.0,5,Bowling Green,25.0,22.2,43.2,64.9,10.8,14.4,5.6,7.4,0.2,2.4,142.4,165.6,6.0,6.6,62.8,71.2,45.0,11.4,37.8,49.0,8.6,14.8,1.0,3.2,184.0,310.2,4.9,6.3,-17.51,6.49,2.2,0.2,0.0,0,326.4,475.8,43.2,45.6,5.2,6.7,2020,
BALL-STATE,mac,1,0.833,5,24.4,23.1,2.0,2.3,0.4,0.9,8,0.8,1.3,1,Ball State,31.4,37.3,65.3,65.1,20.5,24.3,12.3,13.1,2.1,1.8,270.5,294.3,5.8,6.1,77.1,72.4,25.8,34.3,45.8,35.1,10.1,7.8,1.9,1.5,178.0,140.1,3.9,4.0,18.41,8.91,1.1,2.1,0.875,7,448.5,434.4,48.9,55.4,5.8,6.0,2020,23.0
TOLEDO,mac,2,0.667,4,26.8,20.2,2.7,3.2,0.8,0.8,6,1.2,0.7,2,Toledo,36.5,32.7,65.3,56.1,23.8,18.3,14.0,10.7,3.0,2.0,325.8,233.0,9.7,6.8,77.0,67.7,24.3,35.0,40.5,35.0,10.2,6.3,1.3,1.0,168.2,129.2,4.2,3.7,12.44,3.94,2.0,1.5,0.667,4,494.0,362.2,75.2,65.0,6.4,5.4,2020,
WESTERN-MICHIGAN,mac,2,0.667,4,23.7,20.0,2.3,2.0,0.7,0.2,6,0.3,0.3,2,Western Michigan,26.0,33.2,63.5,63.8,16.5,21.2,11.0,10.0,3.0,2.0,283.8,242.3,7.8,7.5,65.3,71.3,34.2,41.7,39.3,38.2,10.3,8.0,2.3,2.2,195.8,157.3,5.0,4.1,10.39,5.72,1.0,0.5,0.667,4,479.7,399.7,66.0,58.7,7.3,5.6,2020,
CENTRAL-MICHIGAN,mac,3,0.5,3,19.5,21.5,0.5,2.2,0.8,1.2,6,0.7,1.3,3,Central Michigan,28.7,31.5,61.6,57.7,17.7,18.2,8.2,11.3,1.2,2.5,202.3,297.2,6.2,5.5,72.0,73.2,30.2,31.3,43.3,41.7,10.8,8.0,2.7,1.2,218.2,130.5,5.0,3.1,8.26,8.26,1.5,2.5,0.5,3,420.5,427.7,59.5,37.8,5.8,5.8,2020,
EASTERN-MICHIGAN,mac,4,0.333,2,21.8,26.8,2.0,2.3,1.0,1.5,6,1.0,0.5,4,Eastern Michigan,33.2,30.7,63.3,66.8,21.0,20.5,12.5,9.8,2.0,2.3,277.0,248.8,4.8,8.3,69.7,75.8,36.0,33.2,36.5,45.2,7.3,14.7,1.8,2.0,129.3,245.5,3.5,5.4,5.8,9.13,2.0,2.0,0.333,2,406.3,494.3,43.8,75.0,5.8,6.5,2020,
NORTHERN-ILLINOIS,mac,6,0.0,0,21.2,21.2,2.8,1.5,1.3,0.3,6,0.3,0.8,6,Northern Illinois,36.8,26.7,57.5,65.0,21.2,17.3,11.0,10.8,1.8,1.8,240.5,245.3,6.8,7.2,73.7,63.2,38.7,24.8,36.8,36.5,7.3,8.8,1.2,2.2,127.0,173.5,3.4,4.8,-1.53,12.14,1.7,1.2,0.0,0,367.5,418.8,67.8,64.2,5.0,6.6,2020,
BOISE-STATE,mwc,0,1.0,5,18.3,20.0,0.9,2.3,0.6,0.0,7,0.4,0.4,2,Boise State,31.7,30.3,62.6,52.8,19.9,16.0,10.3,9.3,1.7,1.4,241.9,209.6,4.9,5.6,64.3,71.0,27.1,33.9,32.6,40.7,7.1,8.4,1.9,1.9,110.7,163.7,3.4,4.0,3.41,-3.02,1.0,0.4,0.714,5,352.6,373.3,49.3,42.3,5.5,5.3,2020,
AIR-FORCE,mwc,2,0.5,2,21.3,17.7,1.2,1.3,0.8,0.5,6,0.5,0.8,3,Air Force,10.2,23.8,55.7,61.5,5.7,14.7,3.8,7.7,0.5,1.2,83.7,166.8,4.5,4.8,62.2,59.5,15.0,24.3,52.0,35.7,16.3,8.7,2.7,0.7,305.7,137.7,5.9,3.9,0.85,-4.99,1.3,1.3,0.5,3,389.3,304.5,40.8,44.2,6.3,5.1,2020,
WYOMING,mwc,4,0.333,2,18.5,17.8,1.2,1.7,0.7,1.0,6,0.8,0.7,4,Wyoming,22.3,29.7,46.3,63.5,10.3,18.8,6.0,8.2,0.2,1.3,153.3,202.7,5.0,6.2,68.2,66.5,21.0,26.5,45.8,36.8,11.3,8.0,2.7,1.2,219.5,125.3,4.8,3.4,-5.27,-7.94,1.5,1.7,0.333,2,372.8,328.0,43.2,51.8,5.5,4.9,2020,
NEW-MEXICO,mwc,5,0.286,2,21.7,20.7,2.4,2.0,0.4,1.0,7,0.9,0.9,5,New Mexico,30.7,31.3,56.7,65.3,17.4,20.4,9.1,10.6,1.1,2.6,198.0,283.0,6.0,5.6,72.0,65.6,32.6,23.9,41.3,34.3,10.1,8.1,1.7,1.3,195.7,164.3,4.7,4.8,-11.71,-4.28,1.3,1.9,0.286,2,393.7,447.3,57.7,49.6,5.5,6.8,2020,
COLORADO-STATE,mwc,3,0.25,1,17.3,19.8,1.3,1.3,0.3,1.0,4,0.8,0.3,3,Colorado State,29.0,30.5,50.9,60.7,14.8,18.5,8.8,11.8,1.0,1.3,199.5,250.3,6.0,5.5,68.0,74.5,35.8,22.3,39.0,44.0,7.3,6.8,1.5,2.0,124.0,108.5,3.2,2.5,-14.31,-2.56,1.0,1.3,0.25,1,323.5,358.8,47.5,50.5,4.8,4.8,2020,
UTAH-STATE,mwc,5,0.167,1,13.7,26.0,1.7,1.8,0.8,0.3,6,0.8,0.3,5,Utah State,28.3,32.0,52.4,67.7,14.8,21.7,5.7,13.0,1.0,2.3,135.8,260.7,5.3,6.2,60.3,74.0,35.2,15.5,32.0,42.0,6.3,11.2,0.7,2.3,140.0,224.7,4.4,5.3,-19.38,-2.55,1.7,0.7,0.167,1,275.8,485.3,47.3,54.7,4.6,6.6,2020,
SAN-JOSE-STATE,mwc,0,1.0,6,20.5,19.5,2.5,1.6,0.0,1.0,8,1.1,0.4,1,San Jose State,36.0,32.6,63.5,62.1,22.9,20.3,12.3,10.8,2.4,1.0,298.4,225.9,6.6,5.9,64.6,69.6,19.9,28.6,28.6,37.0,5.8,7.1,1.0,1.3,134.1,123.4,4.7,3.3,7.05,-1.71,1.1,1.4,0.875,7,432.5,349.3,56.9,55.5,6.7,5.0,2020,24.0
NEVADA,mwc,2,0.75,6,21.6,20.0,1.9,1.7,0.6,0.3,9,0.4,0.7,2,Nevada,39.9,35.2,69.9,60.6,27.9,21.3,12.8,11.1,3.0,1.4,319.1,239.6,8.0,5.4,68.3,69.9,23.3,30.8,28.4,34.7,6.9,7.2,0.8,1.3,122.3,138.2,4.3,4.0,0.45,-7.1,1.0,1.0,0.778,7,441.4,377.8,69.4,44.4,6.5,5.4,2020,
SAN-DIEGO-STATE,mwc,2,0.667,4,19.0,15.1,0.9,1.5,0.8,0.6,8,0.6,1.0,4,San Diego State,25.4,32.8,56.7,59.9,14.4,19.6,7.8,7.4,0.8,1.4,151.4,185.3,4.8,4.4,69.4,64.9,17.8,24.6,44.0,32.1,10.4,6.3,1.8,0.6,201.6,98.6,4.6,3.1,0.43,-4.82,1.4,1.6,0.5,4,353.0,283.9,42.4,33.1,5.1,4.4,2020,
HAWAII,mwc,4,0.5,4,20.3,21.8,1.9,1.2,0.7,0.6,9,0.7,1.3,4,Hawaii,35.0,29.3,61.9,54.9,21.7,16.1,10.2,9.0,1.6,1.3,231.4,197.1,5.3,6.2,71.0,71.2,27.6,26.2,36.0,41.9,8.2,11.6,1.7,1.9,152.6,212.3,4.2,5.1,-4.98,-4.2,1.3,1.9,0.556,5,384.0,409.4,42.9,57.9,5.4,5.7,2020,
FRESNO-STATE,mwc,3,0.5,3,24.3,19.5,1.5,1.2,0.8,1.0,6,0.8,0.7,3,Fresno State,41.3,29.3,63.7,55.7,26.3,16.3,15.2,8.3,2.3,1.3,356.3,217.7,5.5,6.2,77.3,70.0,30.0,32.8,36.0,40.7,7.7,10.0,2.0,2.3,123.0,212.3,3.4,5.2,-8.9,-11.74,1.7,1.7,0.5,3,479.3,430.0,47.8,50.8,6.2,6.1,2020,
NEVADA-LAS-VEGAS,mwc,6,0.0,0,18.8,22.7,1.0,1.8,0.8,0.5,6,0.7,0.3,6,Nevada-Las Vegas,32.7,27.2,58.7,60.7,19.2,16.5,8.8,8.5,1.0,1.0,185.8,227.2,6.5,6.8,70.0,67.0,38.0,17.3,37.3,39.8,9.0,12.3,1.2,3.7,144.7,255.5,3.9,6.4,-20.68,-1.84,1.5,0.8,0.0,0,330.5,482.7,54.0,54.5,4.7,7.2,2020,
OREGON,pac-12,2,0.6,3,21.6,22.3,1.6,2.0,1.4,0.3,7,0.9,0.7,3,Oregon,27.3,35.3,63.4,61.1,17.3,21.6,10.9,12.0,2.1,1.1,246.1,236.3,5.9,6.6,61.1,75.9,28.3,31.3,33.9,40.6,9.1,8.3,1.9,2.3,166.7,169.6,4.9,4.2,0.81,-1.77,2.3,1.0,0.571,4,412.9,405.9,50.9,59.0,6.8,5.4,2020,
WASHINGTON,pac-12,1,0.75,3,21.8,20.0,1.5,1.3,0.0,1.3,4,0.8,0.8,1,Washington,27.8,29.3,61.3,63.2,17.0,18.5,10.0,9.8,1.0,1.3,226.5,185.0,5.3,4.5,66.8,64.8,25.0,30.3,39.0,35.5,10.3,9.0,2.8,2.0,176.3,161.3,4.5,4.5,0.11,-5.89,0.8,2.0,0.75,3,402.8,346.3,40.5,36.3,6.0,5.3,2020,
STANFORD,pac-12,2,0.667,4,21.8,23.2,1.8,1.5,0.3,0.8,6,0.5,0.3,2,Stanford,37.0,26.0,65.3,64.1,24.2,16.7,13.7,9.7,1.2,2.0,287.3,216.7,5.7,5.2,69.8,66.7,31.7,29.3,32.8,40.7,6.3,12.0,2.5,2.0,133.2,222.0,4.1,5.5,-3.0,-3.0,0.8,1.2,0.667,4,420.5,438.7,51.7,44.5,6.0,6.6,2020,
OREGON-STATE,pac-12,5,0.286,2,22.1,22.0,1.4,2.0,0.4,0.1,7,0.7,0.7,5,Oregon State,33.3,29.0,57.5,63.1,19.1,18.3,10.7,9.3,1.6,1.4,211.3,224.7,6.0,6.4,70.1,68.1,33.3,28.9,36.9,39.1,10.0,10.7,2.1,2.6,197.6,216.7,5.4,5.5,-7.27,-2.98,1.1,0.9,0.286,2,408.9,441.4,50.6,52.3,5.8,6.5,2020,
CALIFORNIA,pac-12,3,0.25,1,18.3,18.5,3.0,1.3,0.5,0.5,4,0.8,0.8,3,California,34.5,26.3,61.6,61.9,21.3,16.3,9.3,8.8,1.5,1.8,192.8,197.8,4.3,6.8,71.5,64.3,26.5,20.3,37.0,38.0,6.0,8.5,1.0,1.8,125.3,169.8,3.4,4.5,-10.11,-2.36,1.3,1.3,0.25,1,318.0,367.5,33.8,58.0,4.4,5.7,2020,
WASHINGTON-STATE,pac-12,3,0.25,1,19.5,23.3,1.8,1.3,1.0,1.0,4,1.0,0.5,3,Washington State,38.0,38.0,61.8,67.8,23.5,25.8,11.8,14.3,1.5,2.8,254.8,307.0,5.3,5.0,65.5,69.0,38.5,27.0,27.5,31.0,6.0,7.8,2.0,2.3,129.3,154.8,4.7,5.0,-11.34,-0.09,2.0,1.5,0.25,1,384.0,461.8,46.8,49.3,5.9,6.7,2020,
SOUTHERN-CALIFORNIA,pac-12,0,1.0,5,22.5,21.0,1.7,2.2,0.7,1.2,6,1.2,1.5,1,USC,44.2,31.2,67.2,64.7,29.7,20.2,14.7,9.7,2.8,2.3,319.3,216.3,6.7,5.2,74.8,67.3,26.0,33.3,30.7,36.2,6.2,9.2,1.3,0.7,97.3,153.3,3.2,4.2,5.32,-3.68,1.8,2.7,0.833,5,416.7,369.7,71.0,49.3,5.6,5.5,2020,21.0
COLORADO,pac-12,1,0.75,3,20.0,21.3,2.0,3.3,0.7,0.7,6,1.2,0.7,2,Colorado,29.7,36.0,55.1,55.6,16.3,20.0,8.8,10.5,1.0,2.0,201.5,239.2,5.7,6.5,75.7,69.2,31.7,28.5,46.0,33.2,9.2,7.5,2.5,1.5,212.3,182.0,4.6,5.5,-1.66,-0.66,1.8,1.3,0.667,4,413.8,421.2,56.3,54.7,5.5,6.1,2020,
UTAH,pac-12,2,0.6,3,20.4,18.2,1.0,1.8,1.2,1.2,5,1.4,1.4,2,Utah,31.2,38.2,60.9,57.6,19.0,22.0,9.8,11.4,1.2,1.6,215.8,257.2,5.2,5.8,69.4,66.4,26.0,30.2,38.2,28.2,9.6,5.0,1.8,1.4,194.0,107.8,5.1,3.8,0.67,-2.93,2.6,2.6,0.6,3,409.8,365.0,47.6,51.6,5.9,5.5,2020,
ARIZONA-STATE,pac-12,2,0.5,2,20.3,23.3,2.0,1.0,1.0,2.0,4,0.3,1.3,2,Arizona State,21.8,39.5,58.6,63.3,12.8,25.0,7.5,10.0,1.3,1.5,194.3,252.5,7.0,6.0,63.0,80.5,23.3,40.3,41.3,41.0,10.8,12.3,4.0,1.8,264.3,183.3,6.4,4.5,1.75,-4.0,1.3,3.3,0.5,2,458.5,435.8,54.5,54.3,7.3,5.4,2020,
UCLA,pac-12,4,0.429,3,24.6,22.0,2.0,1.1,1.0,0.3,7,0.9,1.3,4,UCLA,28.6,37.6,65.0,61.2,18.6,23.0,9.7,12.3,2.6,1.9,224.4,274.1,6.9,7.1,74.0,75.3,30.7,35.4,45.4,37.7,12.9,8.6,1.9,2.0,231.3,135.7,5.1,3.6,-0.11,-2.97,1.9,1.6,0.429,3,455.7,409.9,53.4,58.6,6.2,5.4,2020,
ARIZONA,pac-12,5,0.0,0,21.2,21.6,2.4,2.0,1.0,0.2,5,1.4,0.4,5,Arizona,37.8,24.4,60.3,65.6,22.8,16.0,8.8,8.6,1.2,1.2,213.0,202.4,6.8,6.8,74.6,70.2,39.8,17.4,36.8,45.8,10.0,11.0,0.8,3.8,156.4,270.6,4.3,5.9,-14.08,1.12,2.4,0.6,0.0,0,369.4,473.0,58.8,60.2,5.0,6.7,2020,
FLORIDA,sec,2,0.8,8,26.3,22.8,2.3,1.5,0.8,0.6,12,0.8,0.8,4,Florida,39.4,33.2,67.9,64.1,26.8,21.3,16.8,11.5,3.8,2.3,378.6,257.5,5.3,5.9,70.0,70.6,30.8,39.8,30.6,37.4,7.3,9.8,1.0,1.3,131.3,170.5,4.3,4.6,16.85,8.02,1.6,1.3,0.667,8,509.8,428.0,45.2,54.0,7.3,6.1,2020,13.0
GEORGIA,sec,2,0.778,7,20.9,18.5,1.1,1.8,0.4,0.4,10,1.1,0.9,2,Georgia,30.6,35.9,58.2,65.7,17.8,23.6,10.0,11.0,1.9,1.5,249.9,248.7,5.5,6.2,68.3,66.1,20.0,32.3,37.7,30.2,9.8,5.7,1.8,0.8,174.2,72.3,4.6,2.4,19.33,8.53,1.5,1.3,0.8,8,424.1,321.0,52.8,44.0,6.2,4.9,2020,7.0
MISSOURI,sec,5,0.5,5,22.3,21.8,1.8,1.8,0.8,0.6,10,0.6,0.4,5,Missouri,36.3,31.1,67.8,58.5,24.6,18.2,13.0,10.8,0.9,2.1,266.8,245.8,5.8,5.6,71.4,66.9,32.3,26.7,35.1,35.8,7.5,9.2,2.1,1.9,135.2,162.2,3.9,4.5,1.92,7.32,1.4,1.0,0.5,5,402.0,408.0,49.8,45.7,5.6,6.1,2020,
KENTUCKY,sec,6,0.4,4,17.4,22.1,1.5,2.1,0.6,0.5,11,0.5,1.5,6,Kentucky,22.1,32.4,59.7,66.0,13.2,21.4,5.8,11.0,0.6,1.6,121.5,224.6,5.7,5.6,61.5,69.5,25.9,21.8,39.4,37.1,10.0,9.0,1.7,1.6,196.8,156.1,5.0,4.2,6.12,6.94,1.1,2.0,0.455,5,318.3,380.7,55.9,47.4,5.2,5.5,2020,
TENNESSEE,sec,7,0.3,3,20.2,22.1,1.9,1.4,0.6,0.5,10,0.9,0.5,7,Tennessee,28.5,31.4,62.8,68.2,17.9,21.4,9.4,12.4,1.4,1.5,204.7,265.8,6.1,5.1,66.0,69.9,30.1,21.5,37.5,38.5,8.9,8.3,1.2,1.5,141.5,141.6,3.8,3.7,1.49,8.89,1.5,1.0,0.3,3,346.2,407.4,50.2,46.9,5.2,5.8,2020,
SOUTH-CAROLINA,sec,8,0.2,2,19.5,23.4,1.7,1.5,0.6,0.3,10,0.9,0.8,8,South Carolina,29.5,29.0,59.3,66.6,17.5,19.3,9.4,10.6,0.8,2.1,187.2,256.1,5.0,5.7,66.4,68.8,36.0,23.5,36.9,39.8,8.4,11.3,2.1,2.3,167.9,195.4,4.6,4.9,-3.38,7.42,1.5,1.1,0.2,2,355.1,451.5,43.7,54.0,5.3,6.6,2020,
VANDERBILT,sec,9,0.0,0,20.2,24.3,2.0,1.1,0.7,0.8,9,1.2,0.2,9,Vanderbilt,33.4,33.4,63.8,73.4,21.3,24.6,10.7,13.0,1.4,2.7,219.9,296.4,4.7,6.6,70.0,67.0,37.3,14.8,36.6,33.6,7.6,10.2,0.4,2.1,110.1,191.4,3.0,5.7,-11.61,6.39,1.9,1.0,0.0,0,330.0,487.9,38.1,55.7,4.7,7.3,2020,
ALABAMA,sec,0,1.0,10,28.1,19.9,1.8,2.1,0.6,0.8,13,0.3,0.9,0,Alabama,32.7,36.0,76.2,58.1,24.9,20.9,16.2,11.0,3.2,1.2,358.2,239.2,6.0,5.8,69.3,69.9,19.4,48.5,36.6,33.9,10.2,6.8,2.8,1.2,183.6,113.1,5.0,3.3,30.26,9.72,0.9,1.7,1.0,13,541.8,352.2,48.1,45.5,7.8,5.0,2020,1.0
TEXAS-AM,sec,1,0.889,8,23.4,17.5,1.6,1.9,0.4,0.4,10,0.4,1.0,1,Texas A&M,30.2,31.0,62.9,63.2,19.0,19.6,10.6,10.0,2.0,1.9,234.1,225.3,6.2,4.6,67.7,59.3,21.7,32.6,37.5,28.3,11.3,5.6,2.1,0.6,205.2,92.0,5.5,3.3,16.24,6.44,0.8,1.4,0.9,9,439.3,317.3,57.9,36.5,6.5,5.4,2020,4.0
AUBURN,sec,4,0.6,6,20.6,22.9,1.2,1.7,0.2,0.4,11,0.6,0.8,5,Auburn,32.9,33.1,59.7,64.6,19.6,21.4,9.5,11.6,1.1,1.8,220.3,242.6,5.8,4.7,68.5,72.2,24.7,25.1,35.6,39.1,10.0,9.5,1.5,1.5,162.5,163.4,4.6,4.2,9.61,9.52,0.8,1.2,0.545,6,382.8,406.0,49.8,41.3,5.6,5.6,2020,
LOUISIANA-STATE,sec,5,0.5,5,23.4,21.9,1.2,1.2,0.4,0.9,10,0.9,1.3,5,LSU,42.1,33.2,58.7,59.6,24.7,19.8,14.5,12.0,2.4,2.4,312.2,323.0,6.1,5.6,78.6,67.7,34.9,32.0,36.5,34.5,7.7,8.7,0.9,1.8,121.7,169.1,3.3,4.9,6.64,7.54,1.3,2.2,0.5,5,433.9,492.1,46.2,43.5,5.5,7.3,2020,
MISSISSIPPI,sec,5,0.444,4,27.6,27.4,1.7,1.6,0.4,0.7,10,1.4,0.6,5,Ole Miss,33.5,38.7,71.0,68.0,23.8,26.3,13.7,15.0,3.0,1.9,344.9,312.1,6.0,5.0,79.7,77.8,38.3,39.2,46.2,39.1,12.2,10.8,2.3,2.8,211.0,206.9,4.6,5.3,8.07,7.57,1.8,1.3,0.5,5,555.9,519.0,51.6,48.6,7.0,6.7,2020,
MISSISSIPPI-STATE,sec,7,0.3,3,18.8,21.5,1.5,1.9,0.7,0.6,11,1.6,1.0,7,Mississippi State,50.6,35.4,67.0,61.7,33.9,21.8,13.6,11.4,1.5,2.1,296.3,263.4,6.5,6.7,69.2,70.9,28.1,21.4,18.5,35.5,3.7,8.2,0.7,1.0,43.9,126.4,2.4,3.6,3.94,8.67,2.4,1.6,0.364,4,340.2,389.7,60.1,57.7,4.9,5.5,2020,
ARKANSAS,sec,7,0.3,3,20.7,25.5,1.9,1.8,0.7,0.5,10,0.6,1.3,7,Arkansas,28.4,38.3,64.4,66.3,18.3,25.4,10.0,13.4,2.0,1.8,240.2,259.6,6.4,6.3,67.8,79.9,34.9,25.7,39.4,41.6,8.8,10.3,1.1,2.1,151.3,192.1,3.8,4.6,3.99,11.39,1.3,1.8,0.3,3,391.5,451.7,45.7,53.5,5.8,5.7,2020,
COASTAL-CAROLINA,sun-belt,0,1.0,8,23.3,18.5,1.3,1.2,0.6,0.8,12,0.4,1.3,1,Coastal Carolina,23.9,30.5,66.6,60.7,15.9,18.5,10.1,9.0,2.4,0.9,231.5,203.4,3.7,4.8,67.1,64.2,20.3,37.2,43.2,33.7,11.9,8.3,2.5,1.4,218.3,147.7,5.1,4.4,10.9,-2.86,1.0,2.1,0.917,11,449.8,351.1,35.7,37.9,6.7,5.5,2020,14.0
APPALACHIAN-STATE,sun-belt,2,0.75,6,23.4,18.6,2.2,1.9,0.5,0.3,12,0.9,1.3,3,Appalachian State,25.0,29.3,63.3,47.9,15.8,14.0,8.0,7.9,1.8,1.1,187.1,177.9,7.3,5.5,70.3,66.5,20.0,33.8,45.3,37.3,13.3,8.8,2.3,1.2,265.6,151.5,5.9,4.1,5.47,-5.95,1.4,1.5,0.75,9,452.7,329.4,67.8,53.3,6.4,5.0,2020,
GEORGIA-SOUTHERN,sun-belt,4,0.5,4,17.2,17.5,1.0,1.4,0.5,0.6,13,0.8,1.4,5,Georgia Southern,13.5,31.2,55.1,57.6,7.5,18.0,3.8,9.3,0.7,1.2,104.2,213.5,4.1,4.8,62.5,63.7,20.8,27.2,48.9,32.5,12.5,6.8,2.2,1.1,267.2,112.2,5.5,3.5,-1.8,-6.18,1.3,2.0,0.615,8,371.5,325.7,33.8,46.7,5.9,5.1,2020,
GEORGIA-STATE,sun-belt,4,0.5,4,20.7,21.7,1.6,2.0,1.0,0.9,10,1.0,1.2,4,Georgia State,30.7,37.7,58.3,62.6,17.9,23.6,10.0,12.5,1.8,2.1,230.3,274.3,5.5,4.9,75.0,73.0,31.7,33.3,44.3,35.3,9.1,7.2,2.2,1.8,194.0,136.8,4.4,3.9,0.34,-3.86,2.0,2.1,0.6,6,424.3,411.1,58.7,47.4,5.7,5.6,2020,
